bic,bic_denominacion,eswiki_titulo,eswiki_url,id_bic,id_bic_canarias
http://www.wikidata.org/entity/Q43143810,Cueva de Belmaco,Parque Arqueológico de Belmaco,https://es.wikipedia.org/wiki/Parque_Arqueol%C3%B3gico_de_Belmaco,RI-51-0008740,
http://www.wikidata.org/entity/Q43143820,Casa Natal del Beato Padre Anchieta,,,RI-51-0008741,
http://www.wikidata.org/entity/Q43143832,Casa Natal de José Antonio de Viera y Clavijo,,,RI-51-0008742,247
http://www.wikidata.org/entity/Q43143843,Casa del Mayor Guerra,,,RI-51-0008743,
http://www.wikidata.org/entity/Q43145524,Hospital e Iglesia de Nuestra Señora de Los Dolores,,,RI-51-0009022,
http://www.wikidata.org/entity/Q43145531,Antiguo Convento de Santo Domingo,,,RI-51-0009024,1027
http://www.wikidata.org/entity/Q43154558,Fachada del Inmueble números 23 y 25 de la calle León y Castillo,,,RI-51-0010182,756
http://www.wikidata.org/entity/Q43156591,Primera sede del Cabildo de Lanzarote,,,RI-51-0010529,
http://www.wikidata.org/entity/Q43156716,"Inmuebles sitos en la calle Calvario, 52 y 54",,,RI-51-0010560,
http://www.wikidata.org/entity/Q43156830,Casa Mascareño,,,RI-51-0010602,1120
http://www.wikidata.org/entity/Q43156984,Salinas del Carmen,,,RI-51-0010642,
http://www.wikidata.org/entity/Q43157097,Salinas de Tenefé,,,RI-51-0010674,
http://www.wikidata.org/entity/Q43158321,La Financiera,,,RI-51-0010987,
http://www.wikidata.org/entity/Q43158346,Ermita de San Isidro Labrador,,,RI-51-0010997,
http://www.wikidata.org/entity/Q43158663,Ermita de San José,,,RI-51-0011071,
http://www.wikidata.org/entity/Q43158676,Ermita de San Marcos,,,RI-51-0011094,771
http://www.wikidata.org/entity/Q43158943,Polvorín de Taco,,,RI-51-0011163,1029
http://www.wikidata.org/entity/Q43158953,Casa del Capitán,,,RI-51-0011165,1139
http://www.wikidata.org/entity/Q43160845,Ermita de Nuestra Señora de los Dolores y San Miguel Arcángel,,,RI-51-0011509,
http://www.wikidata.org/entity/Q43165664,Cementerio de Vegueta,,,RI-51-0012206,
http://www.wikidata.org/entity/Q43165676,Cementerio Inglés,,,RI-51-0012207,
http://www.wikidata.org/entity/Q43168681,Casco antiguo de la ciudad de de Santa Cruz de la Palma,,,RI-53-0000187,
http://www.wikidata.org/entity/Q43168901,Villa de La Orotava,,,RI-53-0000210,240
http://www.wikidata.org/entity/Q43168914,Conjunto Histórico Artístico Casco Antiguo de la Ciudad de Arucas,,,RI-53-0000211,
http://www.wikidata.org/entity/Q43169094,Conjunto histórico artístico de Teror,,,RI-53-0000225,
http://www.wikidata.org/entity/Q43169120,"Castillo de San Gabriel, Camino y Puente",,,RI-53-0000227,
http://www.wikidata.org/entity/Q43169246,La ciudad de Tacoronte,,,RI-53-0000238,
http://www.wikidata.org/entity/Q43169288,Conjunto Histórico Artístico Barrios de San Juan y San Francisco,,,RI-53-0000241,
http://www.wikidata.org/entity/Q43169297,Conjunto Histórico Artístico la Plaza de Santiago,,,RI-53-0000242,75
http://www.wikidata.org/entity/Q43169528,Conjunto Histórico Artístico Casco Antiguo de la Ciudad de Santa María de Guía,,,RI-53-0000263,
http://www.wikidata.org/entity/Q43170209,Barranco Hondo de Abajo,,,RI-53-0000378,76
http://www.wikidata.org/entity/Q43170369,Conjunto Histórico Artístico El Caserío de Icor,,,RI-53-0000412,
http://www.wikidata.org/entity/Q43170376,El Caserío de Masca,,,RI-53-0000413,
http://www.wikidata.org/entity/Q43170534,Casas de la Mayordomía y Ermita de San Antonio Abad,,,RI-53-0000443,
http://www.wikidata.org/entity/Q43170565,Buenavista del Norte,,,RI-53-0000452,906
http://www.wikidata.org/entity/Q43170577,Villa y Puerto de Garachico,,,RI-53-0000453,229
http://www.wikidata.org/entity/Q43170656,Casco histórico de San Cristóbal de la Laguna,,,RI-53-0000466,
http://www.wikidata.org/entity/Q43170722,Icod de los Vinos,,,RI-53-0000476,955
http://www.wikidata.org/entity/Q43171397,El Casco Histórico de Gúimar,,,RI-53-0000516,
http://www.wikidata.org/entity/Q43171481,Casco Histórico de Santa Brígida,,,RI-53-0000530,804
http://www.wikidata.org/entity/Q43171559,Molino de los Barber,,,RI-53-0000539,
http://www.wikidata.org/entity/Q43171574,Caserío de Casas Altas,,,RI-53-0000541,
http://www.wikidata.org/entity/Q43171574,Caserío de Casas Altas,,,RI-53-0000541,
http://www.wikidata.org/entity/Q43171583,El Molino y Lavaderos,,,RI-53-0000542,
http://www.wikidata.org/entity/Q43172060,Guía de Isora,,,RI-53-0000583,934
http://www.wikidata.org/entity/Q43172123,El Realejo Bajo,,,RI-53-0000591,
http://www.wikidata.org/entity/Q43172186,El Antiguo Santa Cruz,,,RI-53-0000607,
http://www.wikidata.org/entity/Q43172315,"Iglesia de Nuestra Señora de La Luz, Arico el Nuevo",,,RI-53-0000621,
http://www.wikidata.org/entity/Q43173042,El Patio de los Siete Lagares,,,RI-54-0000058,
http://www.wikidata.org/entity/Q43173184,"Conjunto de Muelles, Almacenes, Varaderos y Puente del Barranco y Playa de Valleseco",,,RI-54-0000079,1132
http://www.wikidata.org/entity/Q43173288,Sima de Jinámar,,,RI-54-0000092,125
http://www.wikidata.org/entity/Q43173831,Sitio Histórico de Nuestra Señora de Buen Paso,,,RI-54-0000142,
http://www.wikidata.org/entity/Q43173847,Lo de Ramos,,,RI-54-0000144,
http://www.wikidata.org/entity/Q43173903,Finca los Dolores,,,RI-54-0000149,
http://www.wikidata.org/entity/Q43173945,Barrio de los Quevedos,,,RI-54-0000158,
http://www.wikidata.org/entity/Q43174079,La Librea de Valle Guerra,,,RI-54-0000169,
http://www.wikidata.org/entity/Q43174098,La Librea de Tegueste,,,RI-54-0000170,1135
http://www.wikidata.org/entity/Q43174112,Molino de Agua,,,RI-54-0000171,
http://www.wikidata.org/entity/Q43174123,Molino Quemado,,,RI-54-0000172,
http://www.wikidata.org/entity/Q43174159,Acueducto de los Molinos,,,RI-54-0000178,966
http://www.wikidata.org/entity/Q43174197,Camino de El Ciprés,,,RI-54-0000182,
http://www.wikidata.org/entity/Q43174312,Camino de Candelaria,Camino viejo de Candelaria (Santa Cruz de Tenerife),https://es.wikipedia.org/wiki/Camino_viejo_de_Candelaria_(Santa_Cruz_de_Tenerife),RI-54-0000195,910
http://www.wikidata.org/entity/Q43174312,Camino de Candelaria,Camino viejo de Candelaria (Santa Cruz de Tenerife),https://es.wikipedia.org/wiki/Camino_viejo_de_Candelaria_(Santa_Cruz_de_Tenerife),RI-54-0000195,910
http://www.wikidata.org/entity/Q43174312,Camino de Candelaria,Camino viejo de Candelaria (Santa Cruz de Tenerife),https://es.wikipedia.org/wiki/Camino_viejo_de_Candelaria_(Santa_Cruz_de_Tenerife),RI-54-0000195,910
http://www.wikidata.org/entity/Q43174319,Alfombras del Corpus,,,RI-54-0000206,692
http://www.wikidata.org/entity/Q43174341,Casa de Fray Andresito,,,RI-54-0000209,
http://www.wikidata.org/entity/Q43174366,El Charco de la Aldea,,,RI-54-0000214,
http://www.wikidata.org/entity/Q43174381,Danza del Diablo,,,RI-54-0000215,
http://www.wikidata.org/entity/Q43174469,Pozos de los desaparecidos en la Guerra Civil Española,,,RI-54-0000226,
http://www.wikidata.org/entity/Q43174594,Sitio Etnológico del Secadero de Tabaco,,,RI-54-0000630,
http://www.wikidata.org/entity/Q43174605,Molino de aceite de el Valle,,,RI-54-0010555,
http://www.wikidata.org/entity/Q43175282,"La Guancha, El Agujero y Bocabarranco",,,RI-55-0000067,87
http://www.wikidata.org/entity/Q43175453,Yacimiento Arqueológico de Zonzamas con queseras y construcciones ciclópeas,,,RI-55-0000094,
http://www.wikidata.org/entity/Q43175541,Yacimiento Arqueológico de Botija,,,RI-55-0000103,83
http://www.wikidata.org/entity/Q43176155,Montaña de Las Huesas,,,RI-55-0000218,129
http://www.wikidata.org/entity/Q43176168,Zona Arqueológica de las Cuevas del Patronato o Facaracas,,,RI-55-0000219,
http://www.wikidata.org/entity/Q43176231,"Zona Arqueológica ""Lomo Galeón""",,,RI-55-0000224,
http://www.wikidata.org/entity/Q43176258,El Llanillo,,,RI-55-0000228,108
http://www.wikidata.org/entity/Q43176454,Zona Arqueológica El Entorno de la Cueva Pintada,,,RI-55-0000273,
http://www.wikidata.org/entity/Q43176520,Yacimiento arqueológico de La Restinga,,,RI-55-0000282,
http://www.wikidata.org/entity/Q43176550,Tagoror del Gallego,,,RI-55-0000298,119
http://www.wikidata.org/entity/Q43176948,Roque de Malpaso,,,RI-55-0000357,223
http://www.wikidata.org/entity/Q43177072,Cuevas de La Angostura,,,RI-55-0000382,
http://www.wikidata.org/entity/Q43177092,Zona Arqueológica la Cogolla de Venegueras,,,RI-55-0000387,
http://www.wikidata.org/entity/Q43177100,Zona Arqueológica la Cañada de la Mar,,,RI-55-0000389,
http://www.wikidata.org/entity/Q43177155,Poblado de Guinea,,,RI-55-0000397,134
http://www.wikidata.org/entity/Q43177227,La Cueva de los Canarios,,,RI-55-0000405,
http://www.wikidata.org/entity/Q43177266,Zona Arqueológica la Candía,,,RI-55-0000409,
http://www.wikidata.org/entity/Q43177395,Yacimiento arqueológico del barranco de Silva,,,RI-55-0000417,130
http://www.wikidata.org/entity/Q43177410,Zona Arqueológica Roque de Teneguía,,,RI-55-0000418,
http://www.wikidata.org/entity/Q43177503,Yacimiento Arqueológico los Caserones,,,RI-55-0000433,
http://www.wikidata.org/entity/Q43177519,Yacimiento Arqueológico los Caserones de Fataga,,,RI-55-0000434,
http://www.wikidata.org/entity/Q43178216,Zona Arqueológica de Morro Grueso,,,RI-55-0000526,
http://www.wikidata.org/entity/Q43178542,Zona Arqueológica La Barranquera,,,RI-55-0000621,
http://www.wikidata.org/entity/Q43178548,Zona Arqueológica Los Cambados,,,RI-55-0000622,
http://www.wikidata.org/entity/Q43178554,Roque de Vento,,,RI-55-0000623,881
http://www.wikidata.org/entity/Q43178561,Roque de la Abejera,,,RI-55-0000624,1098
http://www.wikidata.org/entity/Q43178568,Roque de Higara,,,RI-55-0000625,
http://www.wikidata.org/entity/Q43178575,Roque de Chijafe,,,RI-55-0000626,880
http://www.wikidata.org/entity/Q43178708,La Montañeta,Cuevas de la Montañeta,https://es.wikipedia.org/wiki/Cuevas_de_la_Monta%C3%B1eta,RI-55-0000676,829
http://www.wikidata.org/entity/Q43178713,Lomo Gordo,,,RI-55-0000688,1138
http://www.wikidata.org/entity/Q43178722,Yacimiento Arqueológico Juan Fenández - La Fuentecilla,,,RI-55-0000689,
http://www.wikidata.org/entity/Q43178728,Zona Arqueológica La Gallega,,,RI-55-0000690,
http://www.wikidata.org/entity/Q43178749,Playa del Búnker - El Guincho,,,RI-55-0000704,722
http://www.wikidata.org/entity/Q43178759,Acantilados de Tacoronte y Barranco de Guayonge,,,RI-55-0000706,1143
http://www.wikidata.org/entity/Q43178788,Cuevas y Morros de Ávila,,,RI-55-0000716,796
http://www.wikidata.org/entity/Q43178806,Las Cuevas de Los Frailes,,,RI-55-0000719,
http://www.wikidata.org/entity/Q43178806,Las Cuevas de Los Frailes,,,RI-55-0000719,
http://www.wikidata.org/entity/Q43178818,Zona Arqueológica de Pico Yeje,,,RI-55-0000722,
http://www.wikidata.org/entity/Q43179063,La Guirra,,,RI-55-0000812,
http://www.wikidata.org/entity/Q43179076,Yacimiento paleontológico del Barranco de los Encantados o Enamorados,,,RI-55-0000816,
http://www.wikidata.org/entity/Q43179084,Ladera de Martiánez,,,RI-55-0000817,1004
http://www.wikidata.org/entity/Q43179093,Yacimiento Bujero del Silo,,,RI-55-0000818,
http://www.wikidata.org/entity/Q43179102,La Santa,,,RI-55-0000824,
http://www.wikidata.org/entity/Q43179102,La Santa,,,RI-55-0000824,
http://www.wikidata.org/entity/Q43179134,Zona Arqueológica El Barranco del Cavadero,,,RI-55-0000835,
http://www.wikidata.org/entity/Q43179160,Zona Arqueológica del Barranco de Agua de Dios,,,RI-55-0000838,
http://www.wikidata.org/entity/Q43179165,Yacimiento Arqueológico de Puntallana,,,RI-55-0000839,
http://www.wikidata.org/entity/Q43179191,Zona Arqueológica del Barranco de Tinojay,,,RI-55-0000852,
http://www.wikidata.org/entity/Q43179202,Poblado de la Atalayita,,,RI-55-0000855-00001,
http://www.wikidata.org/entity/Q43179216,Zona Arqueológica Acantilados de San Juan de La Rambla y Laderas de Los Barrancos de Chaurera y Ruiz,,,RI-55-0000862,688
http://www.wikidata.org/entity/Q43179216,Zona Arqueológica Acantilados de San Juan de La Rambla y Laderas de Los Barrancos de Chaurera y Ruiz,,,RI-55-0000862,1058
http://www.wikidata.org/entity/Q43179241,Yacimiento de Las Toscas,,,RI-55-0000870,882
http://www.wikidata.org/entity/Q43179250,Zona Arqueológica de Rasca,,,RI-55-0000871,
http://www.wikidata.org/entity/Q43179261,Zona Paleontológica de Punta Negra,,,RI-55-0000873,
http://www.wikidata.org/entity/Q43179297,Grabados Rupestres de La Era del Cardón,,,RI-55-0000892,817
http://www.wikidata.org/entity/Q43179566,"Archivo Histórico Provincial ""Joaquín Blanco""",,,RI-AR-0000042,
http://www.wikidata.org/entity/Q43179613,Archivo Histórico Provincial,,,RI-AR-0000049,
http://www.wikidata.org/entity/Q43179741,Biblioteca Pública del Estado en Las Palmas de Gran Canaria,,,RI-BI-0000017,
http://www.wikidata.org/entity/Q4397801,Villa de Teguise,,,RI-53-0000234,
http://www.wikidata.org/entity/Q4891034,Teatro Guimerá,Teatro Guimerá,https://es.wikipedia.org/wiki/Teatro_Guimer%C3%A1,RI-51-0004828,356
http://www.wikidata.org/entity/Q5192633,Cueva de Achbinico,Cueva de Achbinico,https://es.wikipedia.org/wiki/Cueva_de_Achbinico,,
http://www.wikidata.org/entity/Q5192637,Cueva de Chinguaro,Chinguaro,https://es.wikipedia.org/wiki/Chinguaro,RI-54-0000093,
http://www.wikidata.org/entity/Q5399068,Capilla de las Siervas de María,Capilla de las Siervas de María (Santa Cruz de Tenerife),https://es.wikipedia.org/wiki/Capilla_de_las_Siervas_de_Mar%C3%ADa_(Santa_Cruz_de_Tenerife),,
http://www.wikidata.org/entity/Q5409313,Triana,Triana (Las Palmas de Gran Canaria),https://es.wikipedia.org/wiki/Triana_(Las_Palmas_de_Gran_Canaria),RI-53-0000386,90
http://www.wikidata.org/entity/Q5493020,iglesia de San Roque,Iglesia de San Roque (Tinajo),https://es.wikipedia.org/wiki/Iglesia_de_San_Roque_(Tinajo),RI-51-0010496,
http://www.wikidata.org/entity/Q5495085,iglesia de Nuestra Señora de la Candelaria,Iglesia de Nuestra Señora de la Candelaria (La Oliva),https://es.wikipedia.org/wiki/Iglesia_de_Nuestra_Se%C3%B1ora_de_la_Candelaria_(La_Oliva),RI-51-0007416,195
http://www.wikidata.org/entity/Q5553936,Hornos de Cal de la Guirra,Hornos de Cal de la Guirra,https://es.wikipedia.org/wiki/Hornos_de_Cal_de_la_Guirra,RI-51-0009280-00000,188
http://www.wikidata.org/entity/Q5574972,basílica de Nuestra Señora del Pino,Basílica de Nuestra Señora del Pino,https://es.wikipedia.org/wiki/Bas%C3%ADlica_de_Nuestra_Se%C3%B1ora_del_Pino,RI-51-0004241,
http://www.wikidata.org/entity/Q5646903,Torreón de San Pedro Mártir,Torreón de San Pedro Mártir,https://es.wikipedia.org/wiki/Torre%C3%B3n_de_San_Pedro_M%C3%A1rtir,RI-51-0008263,
http://www.wikidata.org/entity/Q56677165,Ruinas del Poblado Prehistórico de Tufia,,,RI-55-0000083,
http://www.wikidata.org/entity/Q56677184,"Lugar marcado por la Cruz, Ermita de los Dolores",,,RI-54-0000150,154
http://www.wikidata.org/entity/Q56677648,Hacienda de La Quinta Roja,,,,
http://www.wikidata.org/entity/Q56677668,Caseríos de Chirche y Aripe,,,RI-53-0000583,
http://www.wikidata.org/entity/Q5705046,Arona (capital municipal),Arona (capital municipal),https://es.wikipedia.org/wiki/Arona_(capital_municipal),RI-53-0000622,
http://www.wikidata.org/entity/Q5714931,Ayuntamiento de Santa Cruz de Tenerife,Ayuntamiento de Santa Cruz de Tenerife,https://es.wikipedia.org/wiki/Ayuntamiento_de_Santa_Cruz_de_Tenerife,RI-51-0007041,352
http://www.wikidata.org/entity/Q5727908,Biblioteca Pública del Estado en Santa Cruz de Tenerife,Biblioteca Pública del Estado en Santa Cruz de Tenerife,https://es.wikipedia.org/wiki/Biblioteca_P%C3%BAblica_del_Estado_en_Santa_Cruz_de_Tenerife,RI-BI-0000026,
http://www.wikidata.org/entity/Q5748232,Capilla Anglicana (Las Palmas de Gran Canaria),Capilla Anglicana (Las Palmas de Gran Canaria),https://es.wikipedia.org/wiki/Capilla_Anglicana_(Las_Palmas_de_Gran_Canaria),RI-51-0007305,
http://www.wikidata.org/entity/Q5748356,Capilla de San Pedro de Abajo (Güímar),Capilla de San Pedro de Abajo (Güímar),https://es.wikipedia.org/wiki/Capilla_de_San_Pedro_de_Abajo_(G%C3%BC%C3%ADmar),RI-51-0010989,
http://www.wikidata.org/entity/Q5748392,Capilla de la Venerable Orden Tercera,Capilla de la Venerable Orden Tercera (Santa Cruz de Tenerife),https://es.wikipedia.org/wiki/Capilla_de_la_Venerable_Orden_Tercera_(Santa_Cruz_de_Tenerife),,
http://www.wikidata.org/entity/Q5754109,Casa Campino,Casa Campino,https://es.wikipedia.org/wiki/Casa_Campino,RI-51-0009034,956
http://www.wikidata.org/entity/Q5754207,Casa Falcón y Quintana,Casa Falcón y Quintana,https://es.wikipedia.org/wiki/Casa_Falc%C3%B3n_y_Quintana,ARI-51-0010601,
http://www.wikidata.org/entity/Q5754559,Casa Verde de Aguilar,Casa Verde de Aguilar,https://es.wikipedia.org/wiki/Casa_Verde_de_Aguilar,RI-51-0007003,81
http://www.wikidata.org/entity/Q5754892,Casa de La Portuguesa,Casa de La Portuguesa,https://es.wikipedia.org/wiki/Casa_de_La_Portuguesa,RI-51-0011326,1133
http://www.wikidata.org/entity/Q5755139,Casa de la Cámara Episcopal (Agüimes),Casa de la Cámara Episcopal (Agüimes),https://es.wikipedia.org/wiki/Casa_de_la_C%C3%A1mara_Episcopal_(Ag%C3%BCimes),RI-51-0008286,
http://www.wikidata.org/entity/Q5755355,Casa de los coroneles,Casa de los Coroneles,https://es.wikipedia.org/wiki/Casa_de_los_Coroneles,RI-51-0004369,202
http://www.wikidata.org/entity/Q5755409,Casa del Canónigo Gordillo,Casa Natal del Canónigo Gordillo,https://es.wikipedia.org/wiki/Casa_Natal_del_Can%C3%B3nigo_Gordillo,RI-51-0008285,117
http://www.wikidata.org/entity/Q5755506,Casa del Inglés (La Oliva),Casa del Inglés (La Oliva),https://es.wikipedia.org/wiki/Casa_del_Ingl%C3%A9s_(La_Oliva),RI-51-0010701,
http://www.wikidata.org/entity/Q5756303,Casino de Tenerife,Casino de Tenerife,https://es.wikipedia.org/wiki/Casino_de_Tenerife,RI-51-0007420,
http://www.wikidata.org/entity/Q5757430,Castillo de Mata,Castillo de Mata,https://es.wikipedia.org/wiki/Castillo_de_Mata,RI-51-0008261,104
http://www.wikidata.org/entity/Q5757508,Castillo de Paso Alto,Castillo de Paso Alto (Santa Cruz de Tenerife),https://es.wikipedia.org/wiki/Castillo_de_Paso_Alto_(Santa_Cruz_de_Tenerife),RI-51-0008255,358
